trait,unit,n,mae,rmse,r2,baseline_mae,baseline_rmse,baseline_r2
体重_g,g,5794,327.51001171852397,732.2043414793194,0.10288612696655841,385.55877097325146,773.2310683492121,-0.00046422752099117837
跗蹠长度_mm,mm,5794,10.254806163999392,15.124321287707446,0.1914794267821529,11.950763345326687,16.822088520290638,-0.0002282445726442539
翅长_mm,mm,5794,66.41386473164548,96.20005539975553,0.28620541716181946,82.71693556978909,113.87172854912318,-0.0001253370658182984
尾长_mm,mm,5794,33.31941929786629,47.28160821738546,0.19916871725633245,37.70510638932569,52.83503575436481,-1.2913033620165493e-06
喙长_mm,mm,5794,16.75768856569708,33.37329492203904,0.11318494490560471,19.54562722888577,35.442330372352366,-0.00018289634729695692
喙宽_mm,mm,5794,3.0118185100144648,5.1439369332223315,0.10291106660373195,3.2170771911020437,5.431496321478268,-0.00019161195513661688
喙深_mm,mm,5794,4.044067811956068,6.216968357451107,0.16048125675840175,4.564636763100691,6.785968458556514,-0.00022281426079451272
